Name,Area,Full_Address,Dining,Veg,zomato_reviews,zomato_ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
The Junkyard,"Shyam Bazar, Kolkata","38B, Ramakanto Bose Road, Near Shyam Bazar Metro, Shyam Bazar, Kolkata",1,0,64,4.2,203,,,"Reasonably Priced Food, Great Food Great Taste, Nice Concept, Ambience was Super Cool, Served Quickly, Mouth Watering Food",450
Giani Ice Cream,"Acropolis Mall, Kasba, Kolkata","TK-009, 1858/1, 3rd Floor, Rajdanga Main Road, Acropolis Mall, Kasba, Kolkata",0,0,0,-,0,,,,300
The Royal Mint Cafe & Lounge,"Hatibagan, Kolkata","8/3B, North KMC, Waor 60, Hatibagan, Kolkata",1,0,0,-,0,,,,400
The Food King,"Beliaghata, Kolkata","1/1/9, Dr Panchanan Mitra Lane, Beliaghata, Kolkata",0,0,0,-,0,,,,150
The Big Burgers,"Picnic Garden, Kolkata","30/2, Kustiya Masjid, Bari Lane, Picnic Garden, Kolkata",0,0,0,-,0,,,,100
Hunger Meals,"Jodhpur Park, Kolkata","213, Jodhpur Garden, Jodhpur Park, Kolkata",0,0,0,-,0,,,,100
Drishti,"Desapriya Park, Kolkata","22, Chattopadhya Road, Desapriya Park, Kolkata",1,0,65,3.7,253,Ambiance and quality food,,"Good for Large Groups, Family Place, Hospitality, Good Food, Experience, Ambience",600
Khalsa Restaurant,"New Market Area, Kolkata","14/3, Ward 63, Sudder Street, New Market Area, Kolkata",1,0,55,4.1,336,,,,400
The Irish House,"Quest Mall, Ballygunge, Kolkata","33, 5th Floor, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",1,0,3898,3.8,50,,"Dual Chocolate Torte, Drunken Mushrooms, Headless Chicken Platter, Draft Beer, Beer Cocktail, Sweet Potato Fries","Best Pub, Peppy Music, Happy Hour Offers, Awesome Music, Wooden Interiors, Cool Music",1900
TFO - The Factory Outlet,"Pantaloons, Camac Street Area, Kolkata","22, 5th Floor, Westside Building, Block D, Camac Street Area, Kolkata",1,0,2211,3.3,259,Food at half price just as the name suggests.,"Meat Mezze, Chicken Souvlaki, Candyfloss, Veg Panini, Chicken Shish Taouk, Hoisin Chicken","Happy Hour Menu, Interesting Place, Great Presentation, Serving Staff, Pretty Place, Fun Place",1200
Ronit Dhaba,"Hatibagan, Kolkata","49/3, Ramdulal Sarkar Street, Hatibagan, Kolkata",1,0,21,3.2,920,,,,300
Mithi's Cuisine,"Machuabazar, Kolkata","183/1, Bidhan Sarani, Machuabazar, Kolkata",0,0,3,3.8,85,,,,300
Chows And Rolls,"Shyam Bazar, Kolkata","21A, Bhupendra Bose Avenue, Shyambazar, Hati Bagan, Shyam Bazar, Kolkata",0,0,0,3.8,328,,,,100
Pancha Banjan,"Hatibagan, Kolkata","52, Durga Charan Mitra Street, Ward 17, Kolkata Municipal, Corporation, Hatibagan, Kolkata",0,0,0,-,8,,,,100
New Arsalan Biryani House,"Shyam Bazar, Kolkata","Near Khudiram Statue, Bagh Bazar Street, Shyam Bazar, Kolkata",1,0,0,-,5,,,,250
Where To Go!,"Machuabazar, Kolkata","51, Bidhan Sarani, Opposite Vivekananda Museum, Machuabazar, Kolkata",1,0,31,3.6,55,,,"Fair Prices, Decoration, Location, Cafe, Timely Service, Elaborate Menu",700
Dimsum Station,"Hatibagan, Kolkata","108, Aurobindo Sarani, 4 Point Crossing, Near Star Theatre, Hatibagan, Kolkata",1,0,27,4,116,,,,200
Mother Kitchen,"Shobha Bazar, Kolkata","5, Nather Bagan Street, Shobha Bazar, Kolkata",0,0,0,3.1,195,,,,100
Bonophool,"Bhawanipur, Kolkata","28A, SP Mukharjee Road, Bhawanipur, Kolkata",1,0,76,4.2,53,,"Achari Chicken, Manchurian Chicken, Butter Naan, Fish, Biryani","New Look, Infrastructure, Large Servings, Low Price, Tamper Proof Packaging, Food Quality",500
Tangerine,"Theatre Road, Kolkata","2/1, Outram Street, Theatre Road Area, Theatre Road, Kolkata",1,0,320,3.9,148,Seafood at it's best!!,,"View, Environment, Perfect Place, Main Course, Good Service, Decor",1500
K19 All Day Dining -​ The Claridale Kolkata,"Ballygunge, Kolkata","17, Garcha Road, Ballygunge, Kolkata",1,0,460,-,2,,"Tandoori Mushrooms, Sunday Brunch, Buffet, Salads, Noodle, Pasta","Sophisticated, Worth the Price, Live Kitchen, Courteous Service, Soothing Ambience, Bar Counter",2500
The Coffee Bean & Tea Leaf,"Quest Mall, Ballygunge, Kolkata","33, 2nd Floor, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",1,0,612,4.1,404,,"Chocolate Pie, Pesto Spaghetti, Caramel Latte, Iced Mocha, Cappuccino, Omelette","Romantic Seating, Great Ambiance, Cozy, Server, Atmosphere, Seating Arrangement",600
Adam's Kabab Shop,"Dalhousie BBD Bagh, Kolkata","60, Phears Lane, Dalhousie BBD Bagh, Kolkata",0,0,0,3.8,631,,,"Tasty, Prices, Quantity, Food",100
The Corner Courtyard,"The Corner Courtyard, Hazra, Kolkata","92B, Sarat Bose Road, Hazra, Kolkata",1,0,1422,3.6,111,Interiors and food presentation!,"Peri Peri Prawns, Peach Mojito, Crab Cakes, Calamari, Cheese Fondue, Hummus","Unique Decor, Classy Place, Classy Decor, Decent Service, Beautiful Interiors, Amazing Decor",1700
Naaz Snacks,"Park Circus Area, Kolkata","30/H/3, Linton Street, Park Circus Area, Kolkata",0,0,0,3.5,437,,,,100
Ong Bong Chong,"Gariahat, Kolkata","37/1, Purna Das Road, Near Triangular Park, Gariahat, Kolkata",0,0,0,4.2,1518,,"Mutton Kosha, Combo Meals, Pulao, Roll, Fish","Tamper Proof Packaging, Combo, Awesome Food, Good Food, Quality, Menu",250
Mr.Burger,"Shyam Bazar, Kolkata","32, Bhupen Bose Avenue, Shyam Bazar, Kolkata",1,0,406,2.9,86,,"White Sauce Pasta, Milkshake, Chicken Burger, Burgers, Virgin Mojito, Oreo Shake","Casual Seating Area, Good Crowd, Friendly Service, Cozy, Good Ambience, Courteous Staff",400
Heka,"The Stadel, Sector 3, Salt Lake, Kolkata","The Stadel, Salt Lake Stadium, Gate 3, Sector 3, Salt Lake, Kolkata",1,0,138,-,8,,,"Tasty Appetizers, Great Value, Dj, Interior, Management, Atmosphere",2300
China Gardens,"Tangra, Kolkata","51/1, Matheswartala Road, Tangra, Kolkata",1,0,215,3.9,117,,,"Interior, Reasonable Price, Nice Place, Prices, Main Course, Good Place",600
New Empire Bar,"New Market Area, Kolkata","1st & 2nd Floor, 1 Humayun Place, New Market Area, Kolkata",1,0,585,-,1,,"Beers, Drums of Heaven, Cocktail, Mixed Fried Rice, Drinks, Starters","Live Music, Bar, Cozy, Fancy Crowd, Theme, Atmosphere",950
Oasis,"Park Street Area, Kolkata","33, Park Street, Park Street Area, Kolkata",1,0,951,4.3,336,,"Chicken Tetrazzini, Sizzlers, Grilled Fish, Cocktail, Kababs, Beer","Host, Cozy Ambience, Warm Welcome, Reasonable Rate, Decent Place, Good Quality Food",900
China Pearl,"Tangra, Kolkata","55, Matheswartala Road, Tangra, Kolkata",1,0,129,3.6,136,,,"Ambiance, Main Course, Nice Place, Good Place, Good Food, Prices",600
New Palace,"Bhawanipur, Kolkata","10G, S.P. Mukherjee Road, Bhawanipur, Kolkata",1,0,239,3.9,1613,,,"Comfortable Seating Area, Owner, Tasty Food, Interior, Good Service, Location",500
La Cioccolata - The Choco Studio,"Ballygunge, Kolkata","21, Rajat Gardens, Ballygunge Park, Ballygunge, Kolkata",0,0,0,3.6,30,,,,100
Hotel Sawood International,"Topsia, Kolkata","9/1, Topsia Road Bypass, Near Ford Showroom, Topsia, Kolkata",1,0,28,3.8,116,,,,600
Food Point,"Tollygunge, Kolkata","49, Purna Chandra Mitra Lane, Tollygunge, Kolkata",1,0,14,4,24,,,,400
Royce' Chocolate,"Quest Mall, Ballygunge, Kolkata","33, Ground Floor, Quest Mall, Syed Amir Ali Avenue, Beck Bagan, Ballygunge, Kolkata",0,0,0,4.3,83,,,"Extensive Menu, Cute Packaging, Timely Service, Delicious Food",400
Madura Shankara,"Southern Avenue, Kolkata","132 B, Southern Avenue, Kolkata",1,0,3,3.7,87,,,,300
Frosted Summer,"Jadavpur, Kolkata","3/54 B, Bijoygarh, Jadavpur, Kolkata",1,0,14,3.3,165,,,,250
Turban Tadka,"Camac Street Area, Kolkata","4A, 5th Floor, Life Line Nursing Home, Wood Street, Near Vardhan Market, Camac Street Area, Kolkata",0,0,0,3.9,116,,,,150
Cafe Coffee O Kobita,"Shyam Bazar, Kolkata","32, Bhupen Bose Avenue, Shyam Bazar, Kolkata",1,0,1195,4,67,,"Ice Cream Strawberry, Grilled Chicken Platter, Chocolate Milkshake, Lasagne, Chicken Drumstick, Platters","The Service and the Food, Awesome Cafe, Quaint Little Place, Affordable, Cozy Ambience, Beautiful Decor",550
Empire Restaurant & Bar,"Taltala, Kolkata","52, Lenin Sarani, Janbazar, Taltala, Kolkata",1,0,22,-,4,,,,800
Cave Cafe & Lounge,"Girish Park, Kolkata","238, Chittaranjan Avenue, Girish Park, Kolkata",1,0,39,-,7,,,,600
Coffee World Restaurant,"Southern Avenue, Kolkata","22/A, Cocker Lane, Southern Avenue, Kolkata",1,0,56,3.6,102,,,,600
Whats in d name,"Camac Street Area, Kolkata","1/1, 1st Floor, Camac Street Area, Kolkata",1,0,1080,-,8,,"Smoked Pizza, Crispy Fried Corn, Long Island Tea, Shisha, White Sauce Pasta, Nachos","Live Dj, Sheesha, Great Music, Good Crowd, Live Music, Staff Service",1500
Purbani Restaurant,"Gariahat, Kolkata","210/1A & B, Rashbihari Avenue, Gariahat, Kolkata",1,0,29,3.9,55,,,,500
The Spice Tree,"Metro Plaza Shopping Centre, Russel Street, Kolkata","1 Hochiminh Sarani, Metro Shopping Centre, Chowringhee, Kolkata",0,1,0,4,89,,"Pav Bhaji, Burger, Sandwich, Momos",,100
Orko's Restaurant,"Regenta Orko'ss Hotel, Kolkata","621, Prantik Pally, Near Acropolis Mall, Kasba, Kolkata",1,0,456,4,30,,"Hot Gulab Jamun, Buffet, Deserts, Noodle, Mocktail, Mutton Biryani","Buffet Variety and Quality, Ample Seating Area, Themed Decor, Great Value, Family Crowd, Courteous Staff",1600
TGI Fridays,"Elgin, Kolkata","10/3, 2nd Floor, Forum Courtyard, Lala Rajpat Rai Sarani, Elgin, Kolkata",1,0,2663,4,593,,"Buff Steak, Meat Lovers Pizza, Sizzle Dazzle Brownie, Chicken Cheese Ball, Strawberry Lemonade, Chicken Quesadilla","Happy Hour Offers, Unlimited Refills, Good Offers, Serving Size, Bartender, Cordial Staff",1800
Lord Fast Food Center,"Maniktala, Kolkata","19A/H/2, Goabagan Lane, Maniktala, Kolkata",0,0,84,-,7,,,"Bang for the Buck, Economical, Polite Staff, Quantity, Food",400
Ekdalia Rd.,"Hindustan Park, Kolkata","121/2, Dr Meghnad Saha Sarani Ward 86, Kolkata, Borough-VIII, Hindustan Park, Kolkata",1,0,289,3.6,409,,"Potato Wedges, Buffet, Lamb, Juice, Brownie, Chicken Wings","Classy Ambience, Warm Hospitality, Pocket Friendly, Cozy Place, Breakfast, Friendly Staff",900
Ice-O-Metry,"Paddapukur, Kolkata","52A, Sarat Bose Road, Paddapukur, Kolkata",1,0,536,4,20,,"Candy Floss, Waffle Cone, Icecream, Sundae, Brownies, Ice Cream","Presentation of Food is Good, Innovative Cakes, Great Fragrance, Bank for the Buck, Totally Worth it, Staff very Polite",250
Shisha - Bar Stock Exchange,"Camac Street Area, Kolkata","22, 5th & 6th Floor, Block D, Abanindra Nath Thakur Sarani, Camac Street Area, Kolkata",1,0,1170,-,2,,"Peri Peri Potato Wedge, Stock Exchange, Honey Potato, Kung Pao Chicken, Beers, Mixed Sauce Pasta","Live Entertainment, Nightlife, Dj, Bartender, Song, Great Music",1500
The Tiffin Box,"New Market Area, Kolkata","20A, Nellie Sengupta Sarani, Ground Floor, Ward 36, New Market Area, Kolkata",1,0,53,-,3,,,,300
N.J. Nagpal Desserts,"Behala, Kolkata","Joy Krishna Paul Road, Behala, Kolkata",0,0,0,4.2,294,,,,150
Delicious Dezires,"Maniktala, Kolkata","41B, Vinayak Garden, Sahitya Parishad, Simla Road, Maniktala, Kolkata",0,1,0,3.9,121,,,,200
Cin Shing Chinese Restaurant,"Tangra, Kolkata","119/a/1, Matheswartola Road, Ward No 66, Tangra, Kolkata",1,0,10,-,2,,,,500
Puffs N Bites,"Theatre Road, Kolkata","6, 1st Floor, Picasso Bithi, Ward 63, Theatre Road, Kolkata",1,0,372,3.8,287,,"Shisha, Pasta, French Fries, Drinks","Private Dining Area, Inexpensive, Sheesha, Relaxed Atmosphere, Food Menu, Hookah",1000
Burnt Garlic,"Desapriya Park, Kolkata","95, Ground Floor, Priya Cinema, Rash Behari Avenue, Desapriya Park, Kolkata",1,0,876,3.9,150,,"Chicken Au Gratin, Cocktail, Mashed Potatoes, Tiramisu, Spaghetti, Chilli Garlic Noodles","Unique Decor, Good for Large Groups, Servicing, Quality of Food, Live Music, Great Decor",1400
Masala Wok Bar+Kitchen,"Chandni Chowk, Kolkata","76, 1st Floor, Hind Cinema, Ganesh Chandra Avenue, Chandni Chowk, Kolkata",1,0,353,4,239,,"Pahari Chicken, Drum Sticks, Chilli Garlic Noodles, Kung Pao Chicken, Cocktails, Dessert","Friendly Service, Family Place, Cozy Place, Chinese, Nice Ambience, Courteous Staff",1000
Kaos,"Theatre Road, Kolkata","Shakespeare Sarani, Theatre Road, Kolkata",0,0,0,3.2,192,,,,100
Sai Cafe,"Hazra, Kolkata","42B, Jatin Das Road, Hazra, Kolkata",0,1,0,3.4,72,,,,100
Aalishan Restaurant,"Esplanade, Kolkata","38, Bentinck Street, Near Paradise Cinema, Esplanade, Kolkata",1,0,104,4,361,,,"Tasty, Ambiance, Prices, Quantity, Staff, Food",600
Corner Cafe,"Elgin, Kolkata","236, A.J.C. Bose Road, Elgin, Kolkata",0,1,0,3.5,728,"Its just around the ""corner"" for a quick bite",,,150
Kim Ling,"Tangra, Kolkata","13, South Tangra Road, Tangra, Kolkata",1,0,1003,3.7,21,Lip smacking Chinese dishes from the legendary Chinese part of the town,"Crab Claws, Chicken Honey, Chilli Garlic Pepper Chicken, Jumbo Prawns, Fried Prawns, Cantonese Noodles","Relaxed Atmosphere, Chinese, Decent Place, Family Crowd, Main Course, Good Quantity",900
Mezze,"Quest Mall, Ballygunge, Kolkata","33, Floor 4, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",0,0,224,4.2,347,,"Mezze Platter, Falafel, Hummus, Pasta, French Fries, Meat","Menu, Service, Food, Staff",600
Tyre Patty,"Elgin, Kolkata","Ground Floor, 26, Lee Road, Lee Commerce, Elgin, Kolkata",1,0,1231,3.2,190,Varieties of Hookah!!,"Cheese Fondue, Shisha, Mixed Sauce Pasta, Nachos, Mojito, Garlic Bread","Romantic Seating, Hookah Lovers, Fun Place, Sheesha, Sofa, Excellent Ambience",850
Chill Maar,"Elgin, Kolkata","Ground Floor, 6G, Elgin Road, Near Bhowanipore Education Society College, Elgin, Kolkata",1,0,368,3.5,16,,"Chicken Macaroni, Deluxe Veggie Pizza, Kit Kat Shake, Shakes, Garlic Bread, Pasta","Peaceful Ambience, Good Environment, Good Atmosphere, Hookahs, Affordable, Good Value",400
Fillers,"Southern Avenue, Kolkata","26, Jatin Bagchi Road, Near Vivekananda Park, Southern Avenue, Kolkata",1,1,231,3.7,531,being a Hangout Spot,"Slush, Hot Coffee, Nachos, Sandwiches, Pizzas, Burgers","Cute Little Place, Pocket Friendly, Prompt Service, Nice Food, Good Place, Nice Place",400
Orko's Restaurant,"City Centre 1, Sector 1, Salt Lake, Kolkata","3rd Floor, Block E, City Centre 1, Sector 1, Salt Lake, Kolkata",1,0,1064,4.3,283,,"Palak Gravy, Matar Methi Malai, Chicken Patiyala, Corn Balls, Whole Bhetki, Vetki Paturi","Comfortable Seating Area, Dj, Good for Large Groups, Good Staff, Food Menu, Good Quality Food",1500
Fresh-N-Up,"Golpark, Kolkata","56, Ballygunge Gardens, Golpark, Kolkata",1,0,113,4.2,427,,"Chicken Fried Rice, Chowmein, Momos, Noodles","Portion Size, Reasonable Price, Quality, Food, Service",500
Cha Bar,"Park Street Area, Kolkata","17, Oxford Book Store, Park Street Area, Kolkata",1,0,987,-,7,"Sitting nicely inside Kolkata's famous bookstore, the place invites to enjoy a cup of tea with one's favorite read.","Walnut Cake, Jasmine Tea, Fish and Chips, Quiche, Chocolate Truffle, Hot Coffee","Bookshelf, Perfect Setting, Calm, Wonderful Place, Lovely Place, Reasonable Rates",700
Rajshahi Restaurant,"Park Circus Area, Kolkata","128/1, Ustad Enayat Khan Road, Karaya Road, Park Circus Area, Kolkata",0,0,0,3.3,330,,,,50
Jeera Kitchen,"Prince Anwar Shah Road, Kolkata","188/95, Prince Anwar Shah Road, Kolkata",0,0,0,-,0,,,,150
Eddy's Kitchen,"Ballygunge, Kolkata","54/4D, Ground Floor, Hazra Road, Ward 86, Ballygunge, Kolkata",1,0,0,-,0,,,"Best in Service, Fair Prices, Excellent Food Quality, Delicious Taste, Fresh Food with Good Quality, Perfect Presentation",600
Kasan - The Flavours Of India,"Park Circus Area, Kolkata","6/3A, A.J.C. Bose Road, Park Circus Area, Kolkata",1,0,89,4,32,,,"Fusion Dishes, Comfortable Seating Area, New Menu, Family Place, Great Value, Best Food under Best Budget",800
Scoop,"New Market Area, Kolkata","3A, New Empire Building, Humayun Place, New Market Area, Kolkata",1,0,3201,4,258,,"Chicken Keema Dosa, Dark Temptation, Thai Noodles, Sundae, Milkshakes, Ice Creams","Staff Communication, Vibrant Decor, Free Wifi, Pocket Friendly Place, Friendly Service, Good Services",1000
Aromas - Kenilworth Hotel,"Kenilworth Hotel, Russel Street, Kolkata","Kenilworth Hotel, 1&2, Little Russel Street, Theatre Road, Kolkata",1,0,228,4,67,"Warm hospitality, awesome ambiance, great food!",,"Sophisticated, Relaxed Atmosphere, Great Service, Good Ambience, Main Course, Great Food",1900
Moulin Rouge,"Park Street Area, Kolkata","31, Park Street Area, Kolkata",1,0,1050,3.9,197,,"Fish Platter, Roasted Duck, Chicken Tetrazzini, Prawn Cocktail, Chicken Ala Kiev, Baked Fish","Kid Friendly, Vintage Decor, Live Music, Waiter, Chinese, Decent Place",850
Hongkong Bistro,"Hindustan Park, Kolkata","70B, Purna Das Road, Hindustan Park, Kolkata",1,0,333,4.1,918,,"Triple Schezwan Rice, Fried Rice Chicken, Chicken Hakka Noodles, Pepper Chicken, Garlic Chicken, Prawns","Pocket Friendly Restaurant, Cleanliness, Great Value, Servings, Decoration, Behavior",1100
Sarang,"New Market Area, Kolkata","15A, New Empire Cinema, Jawaharlal Nehru Road, New Market Area, Kolkata",1,0,137,-,16,,"Chana Bhatura, Fruit Juices, Papri Chaat, Kulfi, Dosa, Lassi","Casual Seating Area, South Indian Food, Reasonable Prices, Behavior, Waiter, Owner",400
Best of Gupta's,"New Market Area, Kolkata","53C, Mirza Galib Street, New Market Area, Kolkata",1,0,78,4.1,393,,,"Prices, Staff, Service, Experience, Food",800
The Biryani Chapter,"Ballygunge, Kolkata","54/4D, Ground Floor, Hazra Road, Ballygunge, Kolkata",1,0,0,-,0,,,,500
The Chaa Khanaa,"Picnic Garden, Kolkata","36/24, Chandra Nath Roy Road, KMC Ward 066, Picnic Garden, Kolkata",0,0,0,-,0,,,,100
Eighty Eight Plus Cafe,"Elgin, Kolkata","88, Ground Floor, HDFC Bank Building, Chowringhee Road, Near PC Chandra, Elgin, Kolkata",1,0,336,3.1,53,,"Kit Kat Shake, Mixed Sauce Pasta, Chilli Garlic Noodles, Pasta, Pizza","Couple Friendly, Sheesha, Hookah, Cozy, Fancy Crowd, Packed on Weekends",800
Biryani Tales,"Prince Anwar Shah Road, Kolkata","51/5 B, Prince Golam Mohammad Shah Road, Jadavpur, Near Prince Anwar Shah Road, Kolkata",0,0,0,-,0,,,,200
Firehouse Pizza,"College Street, Kolkata","41/A, Rabindra Sarani, College Street, Kolkata",0,0,0,-,0,,,"Worth the Money, Great Portions, Timely Service, Delicious Food",200
College Street Kitchen,"College Street, Kolkata","52/1/1A, College Street, Kolkata",1,0,0,-,1,,,,400
Kake D Hatti,"Bhawanipur, Kolkata","24 A, Chakraberia Road, Bhawanipur, Kolkata",1,0,136,4.1,6635,,,"Amazing Food, Concept, Food Presentation, Worth the Money, Portion, Timely Service",400
The Brownie Factory,"Park Circus Area, Kolkata","16, Kimber Street, Park Circus Area, Kolkata",0,0,0,-,0,,,,100
Grace,"Ruby Hospital Area, Kolkata","777, 2nd Floor, Eastern Metropolitan Bypass, Anandapur, Adarsha Nagar, Ruby Hospital Area, Kolkata",1,0,39,-,4,,,"Art, Chef, Presentation, Elaborate Menu, Ambiance, Flavour",1600
Eat Out,"Picnic Garden, Kolkata","10/3, C N Roy Road, Picnic Garden, Kolkata",1,0,21,4,814,,,,300
Potboiler Coffee House,"Hindustan Park, Kolkata","468A, Hemanta Mukhopadhyay Sarani, Borough 8, Kolkata Municipal Corporation, Hindustan Park, Kolkata",1,0,351,4,40,,"Pancake, Latte, Coffees, Hot Chocolate, Cheesecake, Eggs","Books Books and Books, Ambience was Lovely, Good Food and Good Ambience, Bookshelf, Pretty Decor, Outdoor Seating",950
Indigo Delicatessen,"Quest Mall, Ballygunge, Kolkata","33, 5th Floor, Syed Amir Ali Avenue, Park Circus, Quest Mall, Park Circus Area, Kolkata",1,0,223,4.2,61,,,"Fusion Menu, Food Prep Time, Vibe, Fair Prices, Atmosphere, Weekend Brunch",1400
Nigar's Kitchen,"Picnic Garden, Kolkata","16F/1A, Chandra Nath Roy Road, Ward 66, Picnic Garden, Kolkata",0,0,0,4,1646,,,"Customizable Food, Delicious Food, Great Portions, Fresh Food, Good Quality, Price",100
The Burning Coal,"Hindustan Park, Kolkata","37/1, Triangular Park, Lake Terrace, Hindustan Park, Kolkata",1,0,92,-,20,,,"Sheesha, Weekend Brunch, Hookah, Good Wifi, Best Food under Best Budget, Young Crowd",800
Riyasat-E-Hind,"Ballygunge, Kolkata","51, Ground Floor, Syed Amir Ali Avenue, Ballygunge, Kolkata",1,0,564,3.8,618,,"Crispy Spinach Chicken, Murg Malai, Butter Chicken, Dal Makhani, Butter Naan, Virgin Mojito","Glass House, Reasonably Priced Food, Food Quantity Amazing, Courteous Staff and Service, Location of the Restaurant, Decor was Nice",1000
China Express,"Sealdah Area, Kolkata","6, Mahatma Gandhi Road, Near Sealdah Area, Kolkata",1,0,24,-,15,,,"Elaborate Menu, Fresh Food, Ambiance, Good Quality, Prices, Service",450
Asian Deli,"Topsia, Kolkata","139/1G, Tiljala Road, Near OYO Townhouse 229, Topsia, Kolkata",0,0,0,3.9,103,,,,250
Billions,"Topsia, Kolkata","83, 1st Floor, Trinity Tower, Topsia, Kolkata",1,0,116,-,21,,"Shisha, Cheesecake, Drinks, Pizza","Hookah Lovers, Best in Service, Best Staff, Served Quickly, Good Music, Delicious Taste",1400
